,msoa_code,name,ethnicity_white_2011,ethnicity_mixed_2011,ethnicity_asian_2011,ethnicity_black_2011,ethnicity_other_2011,ethnicity_bame_2011,perc_ethnicity_white_2011,perc_ethnicity_mixed_2011,perc_ethnicity_asian_2011,perc_ethnicity_black_2011,perc_ethnicity_other_2011,perc_ethnicity_bame_2011,uk_born_2011,not_uk_born_2011,perc_uk_born_2011,perc_not_uk_born_2011,language_has_not_+16_english_speaker_2011,language_has_not_+16_english_speaker_2011,perc_language_has_not_+16_english_speaker_2011,perc_language_has_not_+16_english_speaker_2011,religion_christian_2011,religion_buddhist_2011,religion_hindu_2011,religion_jewish_2011,religion_muslim_2011,religion_sikh_2011,religion_other_religion_2011,religion_no_religion_2011,religion_religion_not_stated_2011,perc_religion_christian_2011,perc_religion_buddhist_2011,perc_religion_hindu_2011,perc_religion_jewish_2011,perc_religion_muslim_2011,perc_religion_sikh_2011,perc_religion_other_religion_2011,perc_religion_no_religion_2011,perc_religion_religion_not_stated_2011,median_house_price_2005,median_house_price_2006,median_house_price_2007,median_house_price_2008,median_house_price_2009,median_house_price_2010,median_house_price_2011,median_house_price_2012,median_house_price_2013,sales_house_price_2005,sales_house_price_2006,sales_house_price_2007,sales_house_price_2008,sales_house_price_2009,sales_house_price_2010,sales_house_price_2011,sales_house_price_2011,sales_house_price_2013,qualification_no_qualification_2011,qualification_level_1_2011,qualification_level_2_2011,qualification_apprenticeship_2011,qualification_level_3_2011,qualification_level_4_2011,qualification_other_qualifications_2011,qualification_students_2011,economic_activity_active_total_2011,economic_activity_active_unemployed_2011,economic_activity_inactive_total_2011,perc_economic_activity_active_2011,unemployment_rate_2011,perc_economic_activity_inactive_total_2011
55,E02000056,Barnet 033,7340,297,908,200,467,1872,79.7,3.2,9.9,2.2,5.1,20.3,6137,3075,66.6,33.4,3057,333,90.2,9.8,2182,59,234,4063,412,21,65,1108,1068,23.7,0.6,2.5,44.1,4.5,0.2,0.7,12.0,11.6,587250,511000,737450,665000,1000000,850000,875000,960000,992500,122,180,167,98,107,134,98,99,120,646,402,709,45,681,4086,623,384,4549,163,1821,71.4,3.6,28.6
56,E02000057,Barnet 034,5270,243,1091,327,553,2214,70.4,3.2,14.6,4.4,7.4,29.6,4175,3309,55.8,44.2,1940,520,78.9,21.1,1770,65,387,3428,544,7,59,603,621,23.7,0.9,5.2,45.8,7.3,0.1,0.8,8.1,8.3,302000,275000,310000,340000,333750,300000,390000,365000,485000,100,115,107,49,57,81,80,55,52,769,458,595,53,644,2258,817,579,3666,233,1457,71.6,6.4,28.4
57,E02000058,Barnet 035,7847,404,1102,338,529,2373,76.8,4.0,10.8,3.3,5.2,23.2,6174,4046,60.4,39.6,3367,594,85.0,15.0,2752,91,267,3796,599,16,52,1517,1130,26.9,0.9,2.6,37.1,5.9,0.2,0.5,14.8,11.1,375000,440000,513000,404000,420000,550000,567900,612500,622500,169,210,182,102,91,137,114,104,128,769,494,877,45,744,4143,903,495,5231,239,1950,72.8,4.6,27.2
58,E02000059,Barnet 036,4414,522,3791,1172,560,6045,42.2,5.0,36.2,11.2,5.4,57.8,4744,5715,45.4,54.6,2788,1202,69.9,30.1,4325,162,1451,305,2181,40,98,1170,727,41.4,1.5,13.9,2.9,20.9,0.4,0.9,11.2,7.0,200000,192000,237750,232500,235000,250000,250000,246000,249950,127,147,170,102,80,100,71,94,277,1672,928,994,101,798,2557,1369,819,5522,439,2357,70.1,8.0,29.9
59,E02000060,Barnet 037,7929,297,1410,372,912,2991,72.6,2.7,12.9,3.4,8.4,27.4,6212,4708,56.9,43.1,2798,602,82.3,17.7,2001,72,450,5574,652,20,86,1013,1052,18.3,0.7,4.1,51.0,6.0,0.2,0.8,9.3,9.6,320500,420000,460000,499500,499970,495000,543000,570000,600000,113,131,120,58,54,70,75,70,67,1140,659,935,38,809,3104,1084,631,4817,273,2123,69.4,5.7,30.6
60,E02000061,Barnet 038,5312,400,1478,259,564,2701,66.3,5.0,18.4,3.2,7.0,33.7,3937,4076,49.1,50.9,2439,733,76.9,23.1,2309,160,310,2210,591,7,75,1489,862,28.8,2.0,3.9,27.6,7.4,0.1,0.9,18.6,10.8,390000,340750,399500,440000,554350,537500,480000,889500,895500,113,142,140,55,68,112,119,82,99,618,372,508,28,613,3735,793,615,4429,234,1581,73.7,5.3,26.3
61,E02000062,Barnet 039,3130,357,1422,976,455,3210,49.4,5.6,22.4,15.4,7.2,50.6,3120,3220,49.2,50.8,1708,649,72.5,27.5,2928,100,312,177,1362,1,45,936,479,46.2,1.6,4.9,2.8,21.5,0.0,0.7,14.8,7.6,230000,249225,280000,277500,250000,286000,272500,300000,305000,69,62,90,34,38,46,38,48,47,1051,558,571,59,484,1484,773,459,3325,294,1355,71.0,8.8,29.0
62,E02000063,Barnet 040,3644,386,1338,777,826,3327,52.3,5.5,19.2,11.1,11.8,47.7,3057,3914,43.9,56.1,1752,751,70.0,30.0,3028,85,295,353,1720,30,35,885,540,43.4,1.2,4.2,5.1,24.7,0.4,0.5,12.7,7.7,222500,320000,301000,345000,315000,370500,350000,320000,335000,135,130,122,57,41,62,80,43,76,918,539,562,46,508,1958,956,422,3557,282,1534,69.9,7.9,30.1
63,E02000064,Barnet 041,3802,351,921,652,522,2446,60.9,5.6,14.7,10.4,8.4,39.1,3270,2978,52.3,47.7,1833,617,74.8,25.2,2676,71,151,721,1002,6,31,1038,552,42.8,1.1,2.4,11.5,16.0,0.1,0.5,16.6,8.8,249975,250000,272475,281500,264975,356250,319500,360000,404975,84,115,100,39,28,76,52,50,64,834,413,506,53,518,1995,718,531,3199,259,1454,68.8,8.1,31.2
64,E02000065,Bexley 001,3320,359,533,3354,100,4346,43.3,4.7,7.0,43.8,1.3,56.7,4580,3086,59.7,40.3,2424,304,88.9,11.1,5079,80,92,1,477,39,32,1404,462,66.3,1.0,1.2,0.0,6.2,0.5,0.4,18.3,6.0,150000,155000,176250,175000,133950,149000,145000,149000,162000,196,158,174,78,31,45,27,42,53,960,737,874,99,576,1729,485,539,3813,411,1514,71.6,10.8,28.4
65,E02000066,Bexley 002,5101,327,1026,3065,122,4540,52.9,3.4,10.6,31.8,1.3,47.1,6231,3410,64.6,35.4,3414,381,90.0,10.0,5742,199,160,10,481,169,23,2200,657,59.6,2.1,1.7,0.1,5.0,1.8,0.2,22.8,6.8,150000,144250,165300,150000,165000,153000,126000,151500,136750,97,106,128,63,31,36,66,43,46,1798,1092,1144,135,683,1749,633,550,4688,565,2142,68.6,12.1,31.4
66,E02000067,Bexley 003,6088,313,794,1435,120,2662,69.6,3.6,9.1,16.4,1.4,30.4,6775,1975,77.4,22.6,3305,275,92.3,7.7,4985,52,192,8,278,360,29,2250,596,57.0,0.6,2.2,0.1,3.2,4.1,0.3,25.7,6.8,152995,157995,169000,170000,157250,165000,155000,145000,146950,215,215,234,104,70,87,73,159,169,1576,1119,1142,203,705,1483,449,386,4508,374,1731,72.3,8.3,27.7
67,E02000068,Bexley 004,4825,274,646,1554,89,2563,65.3,3.7,8.7,21.0,1.2,34.7,5447,1941,73.7,26.3,2793,248,91.8,8.2,4295,25,127,4,296,339,48,1826,428,58.1,0.3,1.7,0.1,4.0,4.6,0.6,24.7,5.8,150000,150000,160000,150000,150000,151998,155000,156000,161500,239,184,181,97,54,48,59,60,80,1240,849,929,134,614,1276,465,360,3705,370,1483,71.4,10.0,28.6
68,E02000069,Bexley 005,4606,170,620,754,44,1588,74.4,2.7,10.0,12.2,0.7,25.6,5122,1072,82.7,17.3,2386,109,95.6,4.4,3727,18,93,13,132,332,33,1414,432,60.2,0.3,1.5,0.2,2.1,5.4,0.5,22.8,7.0,146000,161498,171498,172750,163000,155000,161000,176000,195000,134,140,156,74,54,59,71,83,52,1240,723,872,187,521,1103,308,219,3030,197,1411,68.2,6.5,31.8
69,E02000070,Bexley 006,6488,158,643,523,63,1387,82.4,2.0,8.2,6.6,0.8,17.6,6878,997,87.3,12.7,3085,92,97.1,2.9,4910,29,134,0,140,358,31,1766,507,62.3,0.4,1.7,0.0,1.8,4.5,0.4,22.4,6.4,210000,215000,232500,230000,201000,222500,228000,227000,243250,107,151,173,75,69,86,103,81,96,1543,1131,1105,293,771,1240,360,228,4053,201,1668,70.8,5.0,29.2
70,E02000071,Bexley 007,6197,177,506,391,29,1103,84.9,2.4,6.9,5.4,0.4,15.1,6543,757,89.6,10.4,2708,74,97.3,2.7,4326,30,42,13,149,291,25,1979,445,59.3,0.4,0.6,0.2,2.0,4.0,0.3,27.1,6.1,180000,195500,210000,200000,185000,192000,214000,187000,218750,116,140,139,73,71,71,87,65,84,1359,1060,1005,259,730,1016,324,243,3804,210,1491,71.8,5.5,28.2
71,E02000072,Bexley 008,8361,391,436,2433,113,3373,71.3,3.3,3.7,20.7,1.0,28.7,9413,2321,80.2,19.8,4472,250,94.7,5.3,6863,39,105,14,351,91,36,3453,782,58.5,0.3,0.9,0.1,3.0,0.8,0.3,29.4,6.7,153500,154995,163750,165000,159998,161000,158000,155500,162250,158,207,214,99,56,66,72,65,90,2393,1495,1344,205,789,1663,554,484,5446,680,2483,68.7,12.5,31.3
72,E02000073,Bexley 009,8987,183,950,501,103,1737,83.8,1.7,8.9,4.7,1.0,16.2,9533,1191,88.9,11.1,3858,110,97.2,2.8,6772,60,221,4,205,336,24,2336,766,63.1,0.6,2.1,0.0,1.9,3.1,0.2,21.8,7.1,217000,240000,249995,248000,220000,246000,242000,250000,250000,156,195,206,114,95,111,117,103,132,1863,1502,1619,419,979,1715,408,304,5426,241,2189,71.3,4.4,28.7
73,E02000074,Bexley 010,6288,150,366,820,31,1367,82.1,2.0,4.8,10.7,0.4,17.9,6698,957,87.5,12.5,3091,94,97.0,3.0,4467,32,69,3,223,114,26,2172,549,58.4,0.4,0.9,0.0,2.9,1.5,0.3,28.4,7.2,155000,162000,171000,175000,161000,168500,163000,157000,161500,97,134,148,53,44,68,61,137,87,1812,1162,993,192,599,943,297,235,3736,316,1656,69.3,8.5,30.7
74,E02000075,Bexley 011,7029,129,526,232,32,919,88.4,1.6,6.6,2.9,0.4,11.6,7224,724,90.9,9.1,3118,54,98.3,1.7,5176,31,143,7,91,167,11,1734,588,65.1,0.4,1.8,0.1,1.1,2.1,0.1,21.8,7.4,232000,228998,249995,250000,225000,243000,250000,250000,260000,110,138,138,74,85,73,83,101,101,1509,1133,1189,346,790,1330,320,213,4117,158,1663,71.2,3.8,28.8
75,E02000077,Bexley 013,6483,139,759,366,76,1340,82.9,1.8,9.7,4.7,1.0,17.1,6843,980,87.5,12.5,2759,111,96.1,3.9,4862,60,250,5,200,166,20,1735,525,62.2,0.8,3.2,0.1,2.6,2.1,0.3,22.2,6.7,200000,210000,228000,239998,199998,216500,220000,235000,233000,105,177,144,66,76,82,72,77,85,1540,1159,1071,256,700,1140,323,275,4123,194,1485,73.5,4.7,26.5
76,E02000078,Bexley 014,6947,133,221,316,48,718,90.6,1.7,2.9,4.1,0.6,9.4,7099,566,92.6,7.4,2991,45,98.5,1.5,4934,35,68,12,77,71,13,1846,609,64.4,0.5,0.9,0.2,1.0,0.9,0.2,24.1,7.9,180000,182750,214998,208000,190000,200000,203250,207000,225000,140,172,176,97,83,91,104,105,117,1197,1121,1243,297,775,1284,283,188,4211,176,1468,74.2,4.2,25.8
77,E02000079,Bexley 015,6810,180,598,213,64,1055,86.6,2.3,7.6,2.7,0.8,13.4,6889,976,87.6,12.4,3155,112,96.6,3.4,4788,67,147,8,150,120,34,2005,546,60.9,0.9,1.9,0.1,1.9,1.5,0.4,25.5,6.9,197000,211500,211500,226000,202500,223000,221250,220000,232000,169,192,229,106,103,109,118,97,124,1356,961,1142,235,751,1637,339,226,4106,182,1461,73.8,4.4,26.2
78,E02000080,Bexley 016,7685,209,957,456,123,1745,81.5,2.2,10.1,4.8,1.3,18.5,8060,1370,85.5,14.5,3542,160,95.7,4.3,5751,82,273,13,314,202,34,2151,610,61.0,0.9,2.9,0.1,3.3,2.1,0.4,22.8,6.5,197000,214000,239500,228998,212000,230000,229000,236000,240000,164,195,200,110,83,111,109,121,135,1840,1314,1370,309,882,1484,443,331,4910,287,1917,71.9,5.8,28.1
79,E02000081,Bexley 017,6728,129,395,225,36,785,89.6,1.7,5.3,3.0,0.5,10.4,6860,653,91.3,8.7,3044,62,98.0,2.0,4813,30,87,1,132,106,33,1797,514,64.1,0.4,1.2,0.0,1.8,1.4,0.4,23.9,6.8,193000,210500,220000,226265,181250,228000,231995,210000,240000,111,154,128,80,70,95,93,89,90,1565,1052,1016,281,704,1209,300,208,3770,220,1588,70.4,5.8,29.6
80,E02000082,Bexley 018,7759,121,596,326,74,1117,87.4,1.4,6.7,3.7,0.8,12.6,7973,903,89.8,10.2,3276,80,97.6,2.4,5574,54,153,8,247,103,9,2099,629,62.8,0.6,1.7,0.1,2.8,1.2,0.1,23.6,7.1,201500,210000,235000,233000,210000,222000,230500,237000,246000,142,179,197,101,90,98,96,113,131,1519,1325,1381,322,853,1458,321,263,4877,216,1605,75.2,4.4,24.8
81,E02000083,Bexley 019,8587,192,427,525,40,1184,87.9,2.0,4.4,5.4,0.4,12.1,8769,1002,89.7,10.3,3877,108,97.3,2.7,6064,58,115,1,177,65,32,2599,660,62.1,0.6,1.2,0.0,1.8,0.7,0.3,26.6,6.8,175000,174000,187250,180000,185000,184500,175000,180000,190000,175,239,200,103,97,126,128,185,175,1818,1402,1389,290,868,1448,375,285,5003,325,1928,72.2,6.5,27.8
82,E02000084,Bexley 020,9268,218,763,326,66,1373,87.1,2.0,7.2,3.1,0.6,12.9,9562,1079,89.9,10.1,4094,115,97.3,2.7,6664,70,179,14,182,253,20,2455,804,62.6,0.7,1.7,0.1,1.7,2.4,0.2,23.1,7.6,221000,245000,254800,221175,212000,249995,248998,249995,271500,168,222,215,144,113,106,132,129,174,1729,1480,1636,390,1011,2102,380,301,5739,247,2076,73.4,4.3,26.6
83,E02000085,Bexley 021,7105,187,337,214,50,788,90.0,2.4,4.3,2.7,0.6,10.0,7238,655,91.7,8.3,3009,75,97.6,2.4,4867,23,84,2,202,19,9,2110,577,61.7,0.3,1.1,0.0,2.6,0.2,0.1,26.7,7.3,185000,195250,209998,213500,187500,206000,210000,221000,223000,150,212,226,101,94,99,92,96,125,1500,1169,1256,237,813,1079,258,236,4236,177,1482,74.1,4.2,25.9
84,E02000086,Bexley 022,6783,123,307,91,24,545,92.6,1.7,4.2,1.2,0.3,7.4,6780,548,92.5,7.5,2735,54,98.1,1.9,4751,36,84,17,96,47,28,1721,548,64.8,0.5,1.1,0.2,1.3,0.6,0.4,23.5,7.5,209500,234500,249250,247500,235000,239500,239000,249475,250000,134,160,176,97,83,81,95,98,90,1148,1131,1154,254,760,1235,236,244,3995,150,1417,73.8,3.8,26.2
85,E02000087,Bexley 023,6796,158,463,138,24,783,89.7,2.1,6.1,1.8,0.3,10.3,6891,688,90.9,9.1,3090,52,98.3,1.7,5018,22,159,10,107,90,30,1588,555,66.2,0.3,2.1,0.1,1.4,1.2,0.4,21.0,7.3,247500,250000,259973,260000,257000,300000,324000,261000,285000,124,188,186,75,70,141,96,122,132,1122,865,1136,233,777,1857,249,212,3835,144,1532,71.5,3.8,28.5
86,E02000088,Bexley 024,7103,107,359,111,57,634,91.8,1.4,4.6,1.4,0.7,8.2,7109,628,91.9,8.1,2949,35,98.8,1.2,5041,29,87,8,114,82,20,1828,528,65.2,0.4,1.1,0.1,1.5,1.1,0.3,23.6,6.8,208000,237500,250000,248975,212000,245000,250000,254975,277000,135,169,141,58,87,88,102,96,99,1290,1094,1209,255,851,1372,258,246,4145,148,1537,72.9,3.6,27.1
87,E02000089,Bexley 025,7191,126,258,167,41,592,92.4,1.6,3.3,2.1,0.5,7.6,7217,566,92.7,7.3,2844,55,98.1,1.9,5165,29,72,7,87,19,17,1772,615,66.4,0.4,0.9,0.1,1.1,0.2,0.2,22.8,7.9,245000,249995,270000,277500,248748,269250,273000,285000,300000,138,167,164,60,78,101,83,91,90,1308,1040,1165,271,781,1464,248,232,4017,163,1475,73.1,4.1,26.9
88,E02000090,Bexley 026,7902,180,416,172,56,824,90.6,2.1,4.8,2.0,0.6,9.4,7816,910,89.6,10.4,3859,103,97.4,2.6,5430,29,106,25,163,26,28,2196,723,62.2,0.3,1.2,0.3,1.9,0.3,0.3,25.2,8.3,187500,175000,195000,197000,187000,209500,192500,210000,195000,199,258,245,125,141,137,142,187,190,1593,987,1235,225,1038,2015,329,485,4534,210,1775,71.9,4.6,28.1
89,E02000091,Bexley 027,8662,213,534,231,42,1020,89.5,2.2,5.5,2.4,0.4,10.5,8622,1060,89.1,10.9,4168,111,97.4,2.6,6238,68,106,12,224,31,35,2266,702,64.4,0.7,1.1,0.1,2.3,0.3,0.4,23.4,7.3,198950,226250,227750,216000,208000,220000,233750,235000,250000,174,270,248,126,118,143,130,153,131,1719,1144,1367,268,1011,2217,381,470,4778,229,2097,69.5,4.8,30.5
90,E02000092,Bexley 028,5617,188,270,303,48,809,87.4,2.9,4.2,4.7,0.7,12.6,5746,680,89.4,10.6,2623,99,96.4,3.6,3901,36,59,8,203,25,23,1750,421,60.7,0.6,0.9,0.1,3.2,0.4,0.4,27.2,6.6,168498,180000,203500,186000,187250,200000,190000,203500,197000,78,131,108,68,58,44,57,52,68,1419,849,843,171,487,965,252,187,3039,226,1407,68.4,7.4,31.6
91,E02006785,Bexley 029,5246,161,537,382,58,1138,82.2,2.5,8.4,6.0,0.9,17.8,5449,935,85.4,14.6,2466,101,96.1,3.9,3890,54,140,6,147,135,21,1543,448,60.9,0.8,2.2,0.1,2.3,2.1,0.3,24.2,7.0,178750,192750,212000,211500,184995,210000,210000,214000,230000,122,146,139,78,69,57,72,63,62,1410,953,865,185,515,933,313,206,3220,228,1369,70.2,7.1,29.8
92,E02000093,Brent 001,3041,338,6041,1043,420,7842,27.9,3.1,55.5,9.6,3.9,72.1,4691,6192,43.1,56.9,2450,958,71.9,28.1,3539,144,4061,57,1649,55,228,554,596,32.5,1.3,37.3,0.5,15.2,0.5,2.1,5.1,5.5,250000,264975,288000,300000,285000,312000,320000,319000,340000,74,150,149,53,31,73,66,38,57,1903,933,1029,144,802,2721,1227,629,5649,355,2477,69.5,6.3,30.5
93,E02000094,Brent 002,3277,372,3397,1176,524,5469,37.5,4.3,38.8,13.4,6.0,62.5,3930,4816,44.9,55.1,2011,727,73.4,26.6,3753,201,1597,89,1939,36,57,531,543,42.9,2.3,18.3,1.0,22.2,0.4,0.7,6.1,6.2,237000,249975,286500,285000,260000,287500,308500,319950,345000,79,124,118,65,40,41,47,41,50,1362,840,819,102,720,1912,1090,582,4459,300,1951,69.6,6.7,30.4
94,E02000095,Brent 003,2761,310,5492,756,602,7160,27.8,3.1,55.4,7.6,6.1,72.2,3968,5953,40.0,60.0,2190,927,70.3,29.7,2919,164,3447,222,1685,54,352,450,628,29.4,1.7,34.7,2.2,17.0,0.5,3.5,4.5,6.3,274000,273000,329000,260000,295000,295000,311000,379000,380000,101,90,115,64,49,55,51,47,59,1716,868,887,87,755,2650,1185,797,5057,391,2366,68.1,7.7,31.9
95,E02000096,Brent 004,2453,190,4370,315,270,5145,32.3,2.5,57.5,4.1,3.6,67.7,3728,3870,49.1,50.9,2029,489,80.6,19.4,1886,63,2593,534,864,158,584,466,450,24.8,0.8,34.1,7.0,11.4,2.1,7.7,6.1,5.9,325450,360000,375000,390000,385000,436000,435000,425000,472500,77,111,111,45,51,69,53,61,46,966,504,712,71,647,2754,663,467,4057,218,1664,70.9,5.4,29.1
96,E02000097,Brent 005,3236,324,3719,1041,638,5722,36.1,3.6,41.5,11.6,7.1,63.9,4038,4920,45.1,54.9,2196,730,75.1,24.9,3778,173,1967,93,1820,58,99,463,507,42.2,1.9,22.0,1.0,20.3,0.6,1.1,5.2,5.7,240500,262500,295000,295000,279950,290000,299950,310000,300000,124,122,129,66,67,65,47,55,47,1488,805,836,147,751,1929,1158,671,4512,327,2052,68.7,7.2,31.3
97,E02000098,Brent 006,2605,352,3270,1011,706,5339,32.8,4.4,41.2,12.7,8.9,67.2,3487,4457,43.9,56.1,1974,678,74.4,25.6,2883,150,1710,232,1674,40,149,572,534,36.3,1.9,21.5,2.9,21.1,0.5,1.9,7.2,6.7,279950,303000,349975,366250,312500,360000,366500,356800,425000,102,101,136,52,40,57,52,52,65,1092,597,669,105,636,2320,992,533,4035,289,1866,68.4,7.2,31.6
98,E02000099,Brent 007,2612,391,3986,1216,502,6095,30.0,4.5,45.8,14.0,5.8,70.0,3714,4993,42.7,57.3,1963,819,70.6,29.4,3096,130,2292,145,1683,57,196,614,494,35.6,1.5,26.3,1.7,19.3,0.7,2.3,7.1,5.7,235000,264950,284500,300000,280000,274750,308000,310000,268000,109,115,117,93,42,66,49,59,61,1135,659,742,75,679,2418,1054,609,4458,314,1871,70.4,7.0,29.6
99,E02000100,Brent 008,2649,246,4411,697,385,5739,31.6,2.9,52.6,8.3,4.6,68.4,3982,4406,47.5,52.5,2099,597,77.9,22.1,2951,121,2127,77,1295,272,238,811,496,35.2,1.4,25.4,0.9,15.4,3.2,2.8,9.7,5.9,340000,333750,363500,428000,365000,361250,385000,369950,408000,51,92,74,45,33,44,71,45,45,824,585,829,74,993,3046,790,1088,4583,219,2069,68.9,4.8,31.1
100,E02000101,Brent 009,2831,442,3038,2102,919,6501,30.3,4.7,32.6,22.5,9.8,69.7,4062,5270,43.5,56.5,2383,929,72.0,28.0,3914,125,1460,153,2316,71,96,613,584,41.9,1.3,15.6,1.6,24.8,0.8,1.0,6.6,6.3,225000,210000,235790,219500,243500,225000,246000,232500,251500,194,109,109,74,36,67,72,52,40,1470,763,855,78,706,2354,1062,675,4447,425,2285,66.1,9.6,33.9
101,E02000102,Brent 010,2466,346,2612,1824,539,5321,31.7,4.4,33.5,23.4,6.9,68.3,3475,4312,44.6,55.4,1717,779,68.8,31.2,3379,47,1138,10,2306,4,54,395,454,43.4,0.6,14.6,0.1,29.6,0.1,0.7,5.1,5.8,197500,216000,249725,235000,250000,280000,250000,261250,250000,78,98,86,56,29,48,41,34,35,1478,749,712,77,563,1225,956,487,3590,389,1842,66.1,10.8,33.9
102,E02000103,Brent 011,3685,473,2024,1840,701,5038,42.2,5.4,23.2,21.1,8.0,57.8,4063,4660,46.6,53.4,2218,776,74.1,25.9,4409,118,416,59,2438,10,54,638,581,50.5,1.4,4.8,0.7,27.9,0.1,0.6,7.3,6.7,214500,247500,249995,280000,275000,250000,292500,287500,305000,70,113,135,49,39,44,67,47,52,1487,766,831,110,654,1805,1019,583,4084,381,2122,65.8,9.3,34.2
103,E02000104,Brent 012,2023,295,3111,898,440,4744,29.9,4.4,46.0,13.3,6.5,70.1,2895,3872,42.8,57.2,1656,557,74.8,25.2,2257,98,1771,300,1332,71,95,399,444,33.4,1.4,26.2,4.4,19.7,1.0,1.4,5.9,6.6,249975,304350,275000,270000,300000,327500,323000,280000,312500,62,72,115,57,30,56,66,51,47,1016,557,592,61,518,1937,870,513,3389,254,1628,67.6,7.5,32.4
104,E02000105,Brent 013,2231,362,4944,1282,383,6971,24.2,3.9,53.7,13.9,4.2,75.8,3687,5515,40.1,59.9,2058,939,68.7,31.3,3163,207,2918,57,1586,110,135,514,512,34.4,2.2,31.7,0.6,17.2,1.2,1.5,5.6,5.6,199500,217000,238000,226000,234500,267000,250000,210000,250000,106,141,145,62,51,67,53,45,45,1250,751,757,72,691,2527,1238,785,4799,354,2103,69.5,7.4,30.5
105,E02000106,Brent 014,3845,504,2839,2242,787,6372,37.6,4.9,27.8,21.9,7.7,62.4,4202,6015,41.1,58.9,2313,1136,67.1,32.9,4791,149,1127,54,2650,13,45,749,639,46.9,1.5,11.0,0.5,25.9,0.1,0.4,7.3,6.3,186000,206750,236500,265000,250000,223500,289000,307000,250000,114,118,122,53,29,60,43,52,57,1788,873,895,120,760,2018,1431,720,5094,508,2380,68.2,10.0,31.8
106,E02000107,Brent 015,5717,590,2206,1371,808,4975,53.5,5.5,20.6,12.8,7.6,46.5,4816,5876,45.0,55.0,3038,1069,74.0,26.0,4929,267,351,291,2062,20,59,1847,866,46.1,2.5,3.3,2.7,19.3,0.2,0.6,17.3,8.1,240000,250000,285000,285000,297000,301500,313000,321500,348750,126,161,159,74,47,98,86,80,90,1411,787,795,96,867,3565,1340,927,6266,479,2220,73.8,7.6,26.2
107,E02000108,Brent 016,1726,253,3373,985,247,4858,26.2,3.8,51.2,15.0,3.8,73.8,2602,3982,39.5,60.5,1474,673,68.7,31.3,2364,138,2004,9,1202,61,67,369,370,35.9,2.1,30.4,0.1,18.3,0.9,1.0,5.6,5.6,207000,235000,245000,235000,237500,250000,262082,240000,265000,65,97,88,40,28,53,42,57,38,936,587,556,59,474,1669,945,460,3415,243,1473,69.9,7.1,30.1
108,E02000109,Brent 017,2341,411,4424,2174,514,7523,23.7,4.2,44.8,22.0,5.2,76.3,3774,6090,38.3,61.7,2320,944,71.1,28.9,3751,105,2579,45,1997,83,72,669,563,38.0,1.1,26.1,0.5,20.2,0.8,0.7,6.8,5.7,245000,241000,260000,232500,227000,235000,250000,245000,253500,81,78,81,78,51,107,74,71,70,1506,823,811,101,693,2688,1358,775,5233,435,2280,69.7,8.3,30.3
109,E02000110,Brent 018,4292,474,1668,1131,522,3795,53.1,5.9,20.6,14.0,6.5,46.9,3889,4198,48.1,51.9,2321,648,78.2,21.8,3611,105,509,186,1380,20,57,1519,700,44.7,1.3,6.3,2.3,17.1,0.2,0.7,18.8,8.7,315000,330000,375000,360000,293775,425000,460000,500000,550000,82,125,113,41,44,65,57,65,65,1023,583,681,108,673,2795,926,594,4731,343,1730,73.2,7.3,26.8
110,E02000111,Brent 019,1586,271,6476,1173,276,8196,16.2,2.8,66.2,12.0,2.8,83.8,3295,6487,33.7,66.3,1849,1065,63.5,36.5,2528,235,4383,13,1465,112,153,344,549,25.8,2.4,44.8,0.1,15.0,1.1,1.6,3.5,5.6,212000,199975,249500,240000,190000,239000,230500,260000,240000,109,124,135,101,29,50,47,39,51,1582,861,813,71,656,2403,1535,843,5181,354,2253,69.7,6.8,30.3
111,E02000112,Brent 020,1987,366,5040,1679,360,7445,21.1,3.9,53.4,17.8,3.8,78.9,3160,6272,33.5,66.5,1852,1040,64.0,36.0,3401,147,3129,10,1636,49,82,471,507,36.1,1.6,33.2,0.1,17.3,0.5,0.9,5.0,5.4,227500,250000,250000,250000,234000,235000,265000,291500,282500,64,68,82,57,28,58,45,36,40,1587,819,845,76,703,2229,1549,918,5234,398,2109,71.3,7.6,28.7
112,E02000113,Brent 021,2389,630,1798,4265,573,7266,24.7,6.5,18.6,44.2,5.9,75.3,5024,4631,52.0,48.0,2476,830,74.9,25.1,4769,43,705,19,2799,14,48,575,683,49.4,0.4,7.3,0.2,29.0,0.1,0.5,6.0,7.1,169000,175000,189975,217500,175000,205000,211000,245250,218500,57,82,84,46,21,37,38,12,26,1815,1048,948,92,791,1307,909,681,4088,554,2480,62.2,13.6,37.8
113,E02000114,Brent 022,4736,598,1854,1358,464,4274,52.6,6.6,20.6,15.1,5.1,47.4,4200,4810,46.6,53.4,2594,934,73.5,26.5,4148,137,482,122,1570,36,55,1765,695,46.0,1.5,5.3,1.4,17.4,0.4,0.6,19.6,7.7,237500,250000,280000,267500,272500,278750,276000,307500,360000,100,127,151,68,43,80,78,72,99,1146,614,666,82,780,2936,1252,717,5430,415,1733,75.8,7.6,24.2
